"objectid","oberflur_nummer","art_txt","subart_txt","verlegejahr","eigentuemer_txt","geometry"
"5162","3377","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2682016 1248227.6)"
"5163","3378","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2682388.5 1248551.1)"
"5164","3379","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2682111.5 1248721.8)"
"5165","3380","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2682358.8 1250178.6)"
"5166","3381","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2682260.2 1250161.4)"
"5167","3382","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2682241.5 1250242.4)"
"5168","3383","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2682765.5 1248754.2)"
"5169","3384","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2681317.8 1247695.8)"
"5170","3385","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2679082.5 1248732.9)"
"5171","3386","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2678885.8 1248819.1)"
"5172","3387","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2681363.8 1247430.1)"
"5173","3388","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2681977.8 1250092.6)"
"5174","3389","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2682106 1250067.9)"
"5175","3390","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2681886.5 1249839.1)"
"5176","3391","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2681983 1249767.8)"
"5177","3392","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2678720.8 1247714.5)"
"5178","3393","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2678675.5 1247818.9)"
"5179","3394","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2678624.2 1247878.9)"
"5180","3396","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2679193.2 1249942.1)"
"5181","3397","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2679291 1249907.5)"
"5182","3398","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2679256.5 1250013.8)"
"5183","3399","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2679146.8 1250054.4)"
"5184","3400","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2678421.2 1249005.1)"
"5185","3401","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2679288 1249126.5)"
"5186","3402","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2681470.5 1247724)"
"5187","3403","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2679640.8 1250566.9)"
"5188","3417","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2680314.5 1250100.1)"
"5189","3418","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2680420.5 1250026)"
"5190","3419","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2679452.2 1248036.4)"
"5191","3420","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2679126.2 1249684.1)"
"5192","3421","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2679017.2 1249761.4)"
"5193","3404","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2680977.8 1248493.9)"
"5194","3405","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2680920.2 1248468.8)"
"5195","3406","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2680874.5 1248526.4)"
"5196","3407","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2680900 1248432.9)"
"5197","1619","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2679717 1249001.6)"
"5198","3408","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2681059.8 1248250.1)"
"5199","3410","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2681049.2 1247726.6)"
"5200","3411","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2681260.8 1247582.8)"
"5201","3414","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2681451.2 1249464.6)"
"5202","3426","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2677833 1250325.6)"
"5203","3428","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2685641.5 1248367.9)"
"5204","3395","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2678588.5 1247921.1)"
"5205","633","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2681737.5 1250031.1)"
"5206","3429","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2684098.8 1252339.9)"
"5207","3430","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2680800 1252220.8)"
"5208","3424","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2684247.5 1252587.1)"
"5209","3284","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2681626.2 1245868.4)"
"5210","3415","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2680445.8 1250831.5)"
"5211","3431","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2684049.2 1252257.1)"
"5212","3432","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2681659.5 1244169.8)"
"5213","3433","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2679210 1249957.6)"
"5214","3435","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2683859.5 1246752.5)"
"5215","3438","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2686792 1245567.2)"
"5216","3439","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2680491.5 1250051.9)"
"5217","3440","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2684571.2 1248835.8)"
"5218","3441","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2683980.8 1251304.1)"
"5219","3442","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2681490 1247071.4)"
"5220","3443","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2684681.2 1248768.8)"
"5221","3476","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2677672 1250268.6)"
"5222","3477","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2677590.8 1250304.9)"
"5223","3478","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682590 1247227.2)"
"5224","3469","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2682420.8 1247845.9)"
"5225","3470","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2681312 1242989.6)"
"5226","3471","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2683019 1243304.8)"
"5227","3473","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2682597.8 1246550)"
"5228","3474","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2681887 1245708)"
"5229","3475","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2682478.2 1244450.2)"
"5230","2738","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2681234 1249412.9)"
"5231","3449","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2681650 1250254.8)"
"5232","3464","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2680517 1250907.4)"
"5233","3466","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2680503.5 1250748.1)"
"5234","3465","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2680455 1250746.1)"
"5235","3467","Oberflurhydrant","Zweiarmig","1992","öffentlich","POINT (2678976.2 1251205.2)"
"5236","3468","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2678740.8 1251771.9)"
"5237","","Unterflurhydrant","Zweiarmig","1996","öffentlich","POINT (2678927.2 1249796.1)"
"5238","3479","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2684556.2 1248733.9)"
"5239","3187","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2685987.5 1248762.9)"
"5240","3188","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2685587.5 1248589.6)"
"5241","3189","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2685567.8 1248472.6)"
"5242","3190","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2683138.8 1249231.9)"
"5243","3481","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2686537.5 1245734)"
"5244","3482","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2686715.8 1245534.2)"
"5245","3480","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2682980 1249385.4)"
"5246","84","Oberflurhydrant","Zweiarmig","1976","öffentlich","POINT (2685159.8 1245540.4)"
"5247","3483","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2684542.8 1252061.9)"
"5248","3484","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682608 1243420.1)"
"5249","3486","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2685091.2 1248131.5)"
"5250","3487","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2684815.2 1248183.9)"
"5251","3488","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2684048.8 1251371.8)"
"5252","3493","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2683994.2 1252106.6)"
"5253","3494","Oberflurhydrant","Zweiarmig","1994","öffentlich","POINT (2682744 1251029.4)"
"5254","2849","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2682782 1252078.2)"
"5255","1924","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2682693.8 1252313.5)"
"5256","2773","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2682600.5 1252309.8)"
"5257","2940","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2682121 1251618.2)"
"5258","2843","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2684208.8 1251960.8)"
"5259","3492","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2684001.5 1252174.9)"
"5261","3489","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2684557.8 1251968)"
"5262","3495","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682858.5 1253707.6)"
"5263","3496","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2684158.5 1248536.5)"
"5264","2397","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2680038 1246877.5)"
"5265","3436","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682959.2 1243392.5)"
"5266","3498","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2680732.5 1252280.4)"
"5267","3500","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2679140.2 1248428.4)"
"5268","3501","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2681748 1246739)"
"5269","3502","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682272.8 1244361.6)"
"5270","9118","Oberflurhydrant","Zweiarmig","1974","Privat","POINT (2681704.8 1245993.8)"
"5271","9117","Oberflurhydrant","Zweiarmig","2004","Privat","POINT (2681654.5 1246065.5)"
"5272","9119","Oberflurhydrant","Zweiarmig","2004","Privat","POINT (2681749.5 1245938.6)"
"5273","9088","Oberflurhydrant","Zweiarmig","","Privat","POINT (2685829 1249236.9)"
"5274","9113","Oberflurhydrant","Zweiarmig","","Privat","POINT (2684944.2 1252177.6)"
"5275","","Unterflurhydrant","Einarmig","","Privat","POINT (2684972.2 1252170.5)"
"5276","3504","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2685165.2 1250947)"
"5277","3505","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2685064.2 1250928)"
"5278","3506","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2680404.2 1250154.1)"
"5279","","Unterflurhydrant","Zweiarmig","1975","Privat","POINT (2685421.5 1251916.6)"
"5280","","Unterflurhydrant","Zweiarmig","1975","Privat","POINT (2685444 1251872.2)"
"5281","","Unterflurhydrant","Einarmig","1975","Privat","POINT (2685523.5 1251876.9)"
"5282","","Unterflurhydrant","Einarmig","","Privat","POINT (2685369.5 1244802.5)"
"5283","","Unterflurhydrant","Einarmig","","Privat","POINT (2685414.2 1244858.1)"
"5284","","Unterflurhydrant","Einarmig","","Privat","POINT (2685460 1244867.6)"
"5285","","Unterflurhydrant","Einarmig","","Privat","POINT (2685408.8 1244945.1)"
"5286","","Unterflurhydrant","Einarmig","","Privat","POINT (2685497.8 1244787.6)"
"5287","9071","Oberflurhydrant","Zweiarmig","2012","Privat","POINT (2685539.2 1244712.8)"
"5288","9070","Oberflurhydrant","Zweiarmig","","Privat","POINT (2685463.2 1244720.8)"
"5289","9073","Oberflurhydrant","Zweiarmig","","Privat","POINT (2685586.8 1244642.4)"
"5290","3507","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2679452.8 1249879)"
"5291","3508","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2683018.2 1253881.6)"
"5292","3509","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682903.8 1253898.2)"
"5293","3510","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2677973.5 1250274.4)"
"5294","3511","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2683871.5 1249381)"
"5295","1748","Oberflurhydrant","Zweiarmig","2011","öffentlich","POINT (2679508 1248117.4)"
"5296","1498","Oberflurhydrant","Zweiarmig","1993","öffentlich","POINT (2680964.2 1245218.2)"
"5297","3512","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682943 1253801.2)"
"5298","3513","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2679067.8 1248475.2)"
"5299","3514","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2684984.2 1250959.6)"
"5300","3515","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2683198 1252072.9)"
"5301","3516","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2686883.2 1245928.8)"
"5302","3517","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2686966.2 1245936)"
"5303","3518","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2681000.5 1248158)"
"5304","3519","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2685477.5 1248224.6)"
"5305","","Unterflurhydrant","Zweiarmig","1947","öffentlich","POINT (2679445.8 1251545)"
"5306","3520","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2684788 1250994)"
"5307","3521","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2683062.5 1252087.9)"
"5308","3522","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2681956.5 1245896.5)"
"5309","3523","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2681985.8 1245773.4)"
"5310","3524","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682004 1245687.9)"
"5311","3525","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682796 1253533.6)"
"5312","3526","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2685514 1248336)"
"5313","3527","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2681317 1251965.9)"
"5314","3528","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2680261 1250354.5)"
"5315","3529","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2680314.5 1250289.6)"
"5316","3530","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2679826.2 1250855.6)"
"5317","3531","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2681684.8 1244273.1)"
"5318","3532","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682896.5 1243473.5)"
"5319","3533","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2683535 1247621)"
"5320","3427","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2677730.2 1250363)"
"5321","3534","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2683882.5 1249270.2)"
"5322","3535","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2681438 1249614.9)"
"5323","3537","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682832.8 1243555.4)"
"5324","3536","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2680340.8 1248510)"
"5325","3538","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682509.8 1244247.8)"
"5326","3539","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2681813.5 1250368.8)"
"5327","3540","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2679168.5 1253698.1)"
"5328","3434","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2685286.5 1252339.6)"
"5329","3541","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682197.8 1249299)"
"5330","3542","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2684321 1251975.9)"
"5331","","Unterflurhydrant","Zweiarmig","1983","öffentlich","POINT (2682179 1249293.6)"
"5332","2173","Oberflurhydrant","Zweiarmig","1996","öffentlich","POINT (2684973.5 1248152.1)"
"5333","3543","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2681850.2 1245876)"
"5334","3545","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2679390.2 1248042.8)"
"5335","546","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2679128.5 1247835)"
"5336","3546","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2683067.2 1252156.5)"
"5337","3548","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2686624.5 1245667.8)"
"5338","3549","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2686693.2 1245600.5)"
"5339","3547","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2683166 1252151.6)"
"5340","3191","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682719 1249206.2)"
"5341","3192","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2683878.8 1247735.9)"
"5342","3193","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2685304.8 1248128.2)"
"5344","3196","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2678993 1248535.6)"
"5345","3197","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2683224.8 1249588)"
"5346","3198","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2679333.8 1247625.9)"
"5347","3199","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2680733.5 1245839.1)"
"5348","3200","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2680098.5 1248859.4)"
"5349","3201","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2685232.8 1252390.8)"
"5350","3202","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2680458 1252978.6)"
"5351","3204","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682491.5 1250260)"
"5352","3205","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2681933.2 1250337)"
"5353","3207","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2680263 1249006.9)"
"5354","3208","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2683920 1249142.1)"
"5355","3209","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682745.5 1253564)"
"5356","3210","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682395 1250230.5)"
"5357","3212","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2680436 1248634.6)"
"5358","3211","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682765 1249058.9)"
"5359","3213","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682002.5 1246515.6)"
"5360","3214","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682655.2 1244262.8)"
"5361","3215","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2685886.2 1248499.2)"
"5362","3216","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2685758.2 1248416.6)"
"5363","3217","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2683810.5 1252379)"
"5364","3218","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2683181.5 1249675.5)"
"5365","3219","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682040.2 1250346.6)"
"5366","3220","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682168.8 1250290.6)"
"5367","3221","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682284.8 1250255.2)"
"5368","3222","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2684712.5 1250891.8)"
"5369","3544","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2681875.8 1245776.9)"
"5370","3227","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2679442 1247598.9)"
"5371","3228","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2679545 1247573.4)"
"5372","3229","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2685907.5 1248688.6)"
"5373","3230","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2679592.5 1247167)"
"5374","3206","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682310.8 1248093.1)"
"5375","3231","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682010.5 1246476.6)"
"5376","3232","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2682971.8 1248542.1)"
"5377","3233","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2686283.2 1251074)"
"5378","3234","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2679663.5 1249185.5)"
"5379","3235","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2684746.8 1245081.2)"
"5380","3236","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2678034.8 1250129)"
"5381","3237","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2679883.8 1253226.5)"
"5382","3238","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2680313 1247650.5)"
"5383","3240","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2685899 1245041)"
"5384","3239","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680571.8 1252942.5)"
"5385","3241","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2679105.2 1249996.1)"
"5386","3242","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2679690.5 1247300.2)"
"5387","3243","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2679733.5 1247415.1)"
"5388","3245","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680436.5 1249366.5)"
"5389","3246","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2679649.5 1247511.5)"
"5390","3247","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2681132.8 1249466.6)"
"5391","3248","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2681084.2 1249363.1)"
"5392","3249","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2683643.5 1253286.1)"
"5393","","Unterflurhydrant","Zweiarmig","1976","öffentlich","POINT (2684321.5 1246557)"
"5394","3551","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2682410.8 1248007.1)"
"5395","3550","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680194.5 1252901.4)"
"5396","3553","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680222.5 1252939.4)"
"5397","3554","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680151.2 1252950.2)"
"5398","3552","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2683188.2 1249809.5)"
"5399","3555","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2678006.8 1250051.6)"
"5400","3556","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2684140.5 1245510.9)"
"5401","3244","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680610 1253137.5)"
"5402","3557","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680261.8 1253041.5)"
"5403","3558","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2682653.2 1243216.9)"
"5404","3559","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2679539.8 1247078.4)"
"5405","3560","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2683867.2 1249135.6)"
"5406","3561","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680630 1252801.8)"
"5407","3562","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2683545.2 1253301.4)"
"5408","3563","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2681017.2 1253194.4)"
"5409","3566","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2683025.8 1248451.2)"
"5410","3564","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2684794 1247772.4)"
"5411","3567","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2683182.2 1247856.4)"
"5412","3568","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2685622.8 1247528.9)"
"5413","3569","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680540 1252830.1)"
"5414","3570","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680345.5 1252996.2)"
"5415","3572","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2679768 1247700.8)"
"5416","9040","Oberflurhydrant","Zweiarmig","","Privat","POINT (2683932.8 1250380.4)"
"5417","3573","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680048.2 1252980.9)"
"5418","3574","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680694.2 1249957.9)"
"5419","2159","Oberflurhydrant","Zweiarmig","1996","öffentlich","POINT (2683949.8 1247558.8)"
"5420","3575","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680022.2 1253131.1)"
"5421","3576","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2684932.5 1247792)"
"5422","3577","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2682642 1246625.6)"
"5423","3578","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2677773 1249268.4)"
"5424","3579","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680998.5 1249302.5)"
"5425","3580","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2683660.2 1252474)"
"5426","3581","Oberflurhydrant","Zweiarmig","2011","öffentlich","POINT (2680146 1253035.2)"
"5427","3582","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2684947.8 1245984.2)"
"5428","3583","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2679866.2 1247444.4)"
"5429","3584","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2681076 1249385.2)"
"5430","3585","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2681128.8 1249497)"
"5431","3587","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680682 1245156)"
"5432","3588","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2679135.8 1248500.1)"
"5433","3590","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2678340.8 1248657)"
"5434","3591","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2679809 1248441.1)"
"5435","3592","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2679953 1247432)"
"5436","3593","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2684439 1252442.9)"
"5437","9058","Oberflurhydrant","Zweiarmig","2007","Privat","POINT (2680698.5 1251648)"
