"objectid","oberflur_nummer","art_txt","subart_txt","verlegejahr","eigentuemer_txt","geometry"
"5438","3594","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2685075.2 1245935.4)"
"5439","3595","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680949.5 1249913)"
"5440","3596","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2683311 1249024.2)"
"5441","3597","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2684228.2 1247139)"
"5442","3598","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2684670 1251970.9)"
"5443","3599","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2684782.2 1251974.1)"
"5444","3600","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2683470.5 1249761.9)"
"5445","3601","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2683401.2 1249079.8)"
"5446","3223","Oberflurhydrant","Zweiarmig","2006","öffentlich","POINT (2687622.2 1245957)"
"5447","3602","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2681114.8 1249554.2)"
"5448","3604","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2683690.8 1252430.2)"
"5449","3605","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680975.5 1248701.4)"
"5450","3606","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2683730.2 1252482.9)"
"5451","3607","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680090.2 1253110.2)"
"5452","3608","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2683641 1248967)"
"5453","3609","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2685077.8 1248049.9)"
"5454","1908","Oberflurhydrant","Zweiarmig","1989","öffentlich","POINT (2682473.5 1251841.5)"
"5455","3611","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2678471.2 1249423.8)"
"5456","3612","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2684476.8 1246995.8)"
"5457","3613","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680399.5 1250101.6)"
"5458","3614","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2683407.5 1249639.9)"
"5459","3617","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680587 1249990.9)"
"5460","3616","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2678138 1249192)"
"5461","3615","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680461.5 1252801.6)"
"5462","3618","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2684527 1246930.8)"
"5463","3619","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2681208.8 1249513.1)"
"5464","3621","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2687005.5 1245672.2)"
"5465","3622","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2685937.5 1246059.6)"
"5466","3625","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2687255.2 1246597.9)"
"5467","3624","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2685776.5 1247451.6)"
"5468","3623","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2685724 1247456.1)"
"5469","3626","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2683479 1253125.9)"
"5470","3723","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2683641.5 1252916.2)"
"5471","3627","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2681149 1253117.1)"
"5472","3628","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2681431.2 1244264.8)"
"5473","3629","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2679619.8 1250083)"
"5474","3630","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2683288.8 1249644.2)"
"5475","3631","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2683912.8 1253317.6)"
"5476","3632","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2685168.8 1245881.8)"
"5477","3633","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2682728.8 1252695)"
"5478","3634","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2681018 1252060)"
"5479","3635","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2685909.5 1245997.8)"
"5480","3636","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2682603.5 1245387.8)"
"5481","3637","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2683360 1249539.1)"
"5482","3638","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2682623.5 1252672)"
"5483","3639","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2681475 1244197.4)"
"5484","3643","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2681043 1251978)"
"5485","3640","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2683366.8 1249448.4)"
"5486","3642","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2678767.8 1249748.2)"
"5487","3645","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2685944.8 1251256.2)"
"5488","3641","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2682627.8 1245616.1)"
"5489","3644","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2682419.5 1250117.6)"
"5490","3646","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680428.5 1252891.6)"
"5491","3648","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2683541.8 1249209.9)"
"5492","3649","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680405 1248401)"
"5493","3650","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2682624.5 1245287)"
"5494","3651","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2680474.2 1251522.5)"
"5495","3652","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2678687.5 1249803)"
"5496","3653","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2682311.5 1244108.1)"
"5497","3654","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2678869.8 1249697.6)"
"5498","3589","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2682169.8 1243400.9)"
"5499","3656","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2682524.8 1252645.8)"
"5500","3655","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2682664.5 1245489.2)"
"5501","3610","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2685440.2 1251607.4)"
"5502","3657","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2682436.8 1252594.9)"
"5503","3658","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2681718 1250391.4)"
"5504","3659","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2680494.8 1252722.9)"
"5505","3660","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2681162 1246535.6)"
"5506","3661","Oberflurhydrant","Zweiarmig","2007","öffentlich","POINT (2683997.8 1245958.2)"
"5507","3662","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2682647.5 1245383.5)"
"5508","3663","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2683341.5 1249646.8)"
"5509","3665","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2681195.2 1251879.9)"
"5510","3666","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2684421 1247079.4)"
"5511","3667","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2684501.5 1247078.2)"
"5512","3668","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2683749 1252063.2)"
"5513","3669","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2683400 1249808.2)"
"5514","3670","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2683934 1250972.8)"
"5515","3671","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2680545 1248406.4)"
"5516","3672","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2683383.2 1249696.2)"
"5517","3673","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2682197.8 1247787.9)"
"5518","3674","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2687380.8 1245795.5)"
"5519","3675","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2679157.5 1247724.6)"
"5520","3677","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2684321 1248812.6)"
"5521","3678","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2682376 1247661.1)"
"5522","3679","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2684999 1247897.6)"
"5523","3680","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2683845.5 1252058.8)"
"5524","3681","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2682280.5 1247745.5)"
"5525","3683","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2682476.8 1243683.6)"
"5526","3682","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2685164 1246566.2)"
"5527","3684","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2684714.2 1246553.8)"
"5528","3685","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2682640.8 1244934.5)"
"5529","3686","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2684810 1244953.1)"
"5530","3687","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2680545.5 1252771.1)"
"5531","3688","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2684639.2 1248926)"
"5532","3689","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2682564.2 1243663.1)"
"5533","3690","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2684380.8 1251321.1)"
"5534","3691","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2683936 1250873.4)"
"5535","3693","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2682366.5 1248176.2)"
"5536","3692","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2684331.5 1252391.9)"
"5537","3694","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2682122.8 1246297)"
"5538","3603","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2678470.2 1251839.9)"
"5539","3695","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2682981.5 1243537.1)"
"5540","3696","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2684243.8 1252327.4)"
"5541","3697","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2684537.5 1247809.2)"
"5542","3698","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2680703.2 1248358)"
"5543","3699","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2686123.2 1246041.8)"
"5544","3700","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2679145.5 1247375)"
"5545","3701","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2684310 1251171.9)"
"5546","3702","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2682979.8 1242830.8)"
"5547","3703","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2683195 1252821.5)"
"5548","3704","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2686672.8 1251050.6)"
"5549","3705","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2684756 1248743.2)"
"5550","3706","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2683034 1243435.4)"
"5551","3707","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2684461.8 1247899.2)"
"5552","3708","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2683554.2 1246809.6)"
"5553","3709","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2679917.8 1249696.6)"
"5554","3710","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2682661.8 1244782.8)"
"5555","3711","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2685331.8 1244938.6)"
"5556","3713","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2680400.8 1245476.5)"
"5557","3714","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2683569.8 1253060.4)"
"5558","3715","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2684747.8 1248652.6)"
"5559","3716","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2683588.8 1246742.2)"
"5560","3718","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2680498 1245513.6)"
"5561","3719","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2684665 1246522.6)"
"5562","3720","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2685369.2 1244867.2)"
"5563","3721","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2685427.8 1244837.8)"
"5564","3722","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2686038.2 1246182.1)"
"5565","3724","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2684125.8 1251689.6)"
"5566","3725","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2680543.8 1246298.1)"
"5567","3726","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2686679.2 1251190.6)"
"5568","3727","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2682871.8 1247143.2)"
"5569","3728","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2680678.2 1245622.5)"
"5570","3729","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2683242.5 1247540)"
"5571","3730","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2683540.2 1250595.2)"
"5572","3731","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2684736.5 1246415.2)"
"5573","3732","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2685252.5 1248244.6)"
"5574","3733","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2683491.2 1249332.5)"
"5575","3734","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2683424.2 1253681.1)"
"5577","3736","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2680924 1251762.8)"
"5578","3737","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2683438.5 1250545.6)"
"5579","3738","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2686246 1246082)"
"5580","3739","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2683297.8 1253664.9)"
"5581","3740","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2681978.2 1249047.8)"
"5582","3741","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2679368.8 1249880)"
"5583","3742","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2681024.2 1251792.6)"
"5584","3743","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2685830 1247487)"
"5585","3744","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2681338 1247101.4)"
"5586","3745","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2683715.5 1248310.2)"
"5587","3746","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2679225.8 1251103.4)"
"5588","3747","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2683230.5 1251601)"
"5589","3748","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2687142 1246525.1)"
"5590","3749","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2681059.8 1251756.2)"
"5591","3750","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2681160.2 1251798.5)"
"5592","3751","Oberflurhydrant","Zweiarmig","2008","öffentlich","POINT (2684854.2 1252041.9)"
"5593","3752","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2682346.8 1245312.4)"
"5594","3753","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2686339.2 1246005.9)"
"5595","3754","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2682742.8 1247402.6)"
"5596","3755","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2680522.2 1247019.8)"
"5597","3756","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2679091.2 1251099.8)"
"5598","3757","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2682543.5 1245972.1)"
"5599","3759","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2681427.8 1247016.2)"
"5600","3758","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2686469.8 1245106)"
"5601","3760","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2681748 1249458.4)"
"5602","3761","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2680825.5 1251838.1)"
"5603","3762","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2681708 1248773.9)"
"5604","3763","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2683683 1248362.8)"
"5605","3764","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2683648.8 1248482)"
"5606","3765","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2683221.8 1253768.9)"
"5607","3766","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2682876 1248310.5)"
"5608","3767","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2687119.5 1246131.8)"
"5609","3768","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2682765.8 1247320.8)"
"5610","3770","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2684274.8 1245825.1)"
"5611","3769","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2679320.5 1247558.4)"
"5612","3771","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2681972.5 1245376.1)"
"5613","3772","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2682788.8 1247259.4)"
"5614","3773","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2682330 1245209.2)"
"5615","3774","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2684334 1245739.4)"
"5616","3775","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2678726.5 1250120.9)"
"5617","3776","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2687076.5 1246200.4)"
"5618","3777","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2678818 1250123.1)"
"5619","3778","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2686429 1245946.2)"
"5620","3779","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2678802.8 1250152.1)"
"5621","3780","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2684071.5 1248509.9)"
"5622","3781","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2687220.5 1251053.9)"
"5623","3782","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2684426.8 1245636.4)"
"5624","3783","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2685201.8 1247991.6)"
"5625","3784","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2687187.5 1250786.8)"
"5626","3785","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2687269.2 1250755.4)"
"5627","3786","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2677938 1249783)"
"5628","3787","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2679353.2 1249656.2)"
"5629","3788","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2683844.8 1248562.4)"
"5630","3789","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2684364.8 1245637.6)"
"5631","3790","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2686964.8 1246212.8)"
"5632","3791","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2683453.5 1249632.1)"
"5633","3792","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2681103.5 1249282.2)"
"5634","3793","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2683162.5 1253007.8)"
"5635","3794","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2682403.5 1247709.4)"
"5636","3795","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2678909.5 1250065.5)"
"5637","3796","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2679920.5 1248470.6)"
"5638","3797","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2682422 1245956.4)"
"5639","3798","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2680599 1245102.8)"
"5640","3799","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2684216.8 1245925.4)"
"5641","3800","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2678989.5 1250041.1)"
"5642","3801","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2678887 1250101.8)"
"5643","3802","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2682718.5 1248437.9)"
"5644","3803","Oberflurhydrant","Zweiarmig","2009","öffentlich","POINT (2680245.2 1252468)"
